departure_day_of_week,carrier,origin_airport,destination_airport,arrival_delay_minutes,is_cancelled,direction,dep_weather_temperature_c,dep_weather_dewpoint_c,dep_weather_humidity_pct,dep_weather_pressure_hpa,dep_weather_wind_kph,dep_weather_gust_kph,dep_weather_precip_mm,dep_weather_snow_mm,dep_weather_cloud_cover_pct,dep_weather_condition_code,dep_hour,dep_month,dep_day_of_month,is_delayed
3,WN,BWI,LAX,13.0,0,departure,7.8,1.0,62,1020.9,16.0,30.2,0.0,0.0,18,0,13,12,24,0.0
3,WN,BWI,MCI,-3.0,0,departure,6.8,4.7,86,1017.0,12.1,20.5,0.0,0.0,7,0,9,12,24,0.0
3,WN,BWI,MCO,-14.0,0,departure,6.8,4.7,86,1017.0,12.1,20.5,0.0,0.0,7,0,9,12,24,0.0
3,WN,BWI,MCO,-13.0,0,departure,5.2,3.2,86,1016.7,8.0,13.7,0.0,0.0,5,0,8,12,24,0.0
3,WN,BWI,MCO,-29.0,0,departure,4.6,1.6,81,1015.8,8.0,13.7,0.1,0.0,22,51,6,12,24,0.0
3,WN,BWI,MCO,-18.0,0,departure,6.6,0.8,66,1019.5,11.9,36.0,0.0,0.0,2,0,12,12,24,0.0
3,WN,BWI,MCO,2.0,0,departure,8.4,-0.2,55,1022.4,19.6,40.0,0.0,0.0,0,0,14,12,24,0.0
3,WN,BWI,MCO,-6.0,0,departure,8.4,-0.7,53,1023.4,19.7,43.6,0.0,0.0,11,0,15,12,24,0.0
3,WN,BWI,MCO,-21.0,0,departure,11.4,-3.0,36,1022.9,13.2,36.7,0.0,0.0,20,1,18,12,24,0.0
3,WN,BWI,MCO,-11.0,0,departure,7.6,5.4,86,1018.0,15.2,28.8,0.0,0.0,2,0,10,12,24,0.0
3,WN,BWI,MCO,-20.0,0,departure,8.8,-1.0,50,1023.5,16.4,41.0,0.0,0.0,15,0,17,12,24,0.0
3,WN,BWI,MDW,14.0,0,departure,10.9,-2.3,39,1023.9,10.6,27.4,0.0,0.0,83,3,20,12,24,0.0
3,WN,BWI,MDW,-16.0,0,departure,5.2,3.2,86,1016.7,8.0,13.7,0.0,0.0,5,0,8,12,24,0.0
3,WN,BWI,MDW,10.0,0,departure,8.4,-0.8,52,1023.6,18.7,43.2,0.0,0.0,3,0,16,12,24,0.0
3,WN,BWI,MDW,1.0,0,departure,6.6,0.8,66,1019.5,11.9,36.0,0.0,0.0,2,0,12,12,24,0.0
3,WN,BWI,MEM,-20.0,0,departure,7.8,1.0,62,1020.9,16.0,30.2,0.0,0.0,18,0,13,12,24,0.0
3,WN,BWI,MHT,-7.0,0,departure,7.6,5.4,86,1018.0,15.2,28.8,0.0,0.0,2,0,10,12,24,0.0
3,WN,BWI,MHT,-1.0,0,departure,8.4,-0.7,53,1023.4,19.7,43.6,0.0,0.0,11,0,15,12,24,0.0
3,WN,BWI,MHT,17.0,0,departure,10.9,-2.3,39,1023.9,10.6,27.4,0.0,0.0,83,3,20,12,24,1.0
3,WN,BWI,MHT,-20.0,0,departure,8.8,-1.0,50,1023.5,16.4,41.0,0.0,0.0,15,0,17,12,24,0.0
3,WN,BWI,MHT,1.0,0,departure,4.6,1.6,81,1015.8,8.0,13.7,0.1,0.0,22,51,6,12,24,0.0
3,WN,BWI,MIA,-24.0,0,departure,5.2,3.2,86,1016.7,8.0,13.7,0.0,0.0,5,0,8,12,24,0.0
3,WN,BWI,MIA,-37.0,0,departure,7.8,1.0,62,1020.9,16.0,30.2,0.0,0.0,18,0,13,12,24,0.0
3,WN,BWI,MIA,-17.0,0,departure,11.4,-3.0,36,1022.9,13.2,36.7,0.0,0.0,20,1,18,12,24,0.0
3,WN,BWI,MKE,0.0,0,departure,5.2,3.2,86,1016.7,8.0,13.7,0.0,0.0,5,0,8,12,24,0.0
3,WN,BWI,MKE,-9.0,0,departure,10.9,-2.3,39,1023.9,10.6,27.4,0.0,0.0,83,3,20,12,24,0.0
3,WN,BWI,MSP,-4.0,0,departure,11.4,-2.5,38,1023.2,12.3,29.9,0.0,0.0,62,2,19,12,24,0.0
3,WN,BWI,MSY,-20.0,0,departure,11.4,-3.0,36,1022.9,13.2,36.7,0.0,0.0,20,1,18,12,24,0.0
3,WN,BWI,MSY,-17.0,0,departure,8.4,-0.2,55,1022.4,19.6,40.0,0.0,0.0,0,0,14,12,24,0.0
3,WN,BWI,MSY,-16.0,0,departure,5.2,3.2,86,1016.7,8.0,13.7,0.0,0.0,5,0,8,12,24,0.0
3,WN,BWI,MYR,-15.0,0,departure,11.4,-3.0,36,1022.9,13.2,36.7,0.0,0.0,20,1,18,12,24,0.0
3,WN,BWI,MYR,-11.0,0,departure,5.2,3.2,86,1016.7,8.0,13.7,0.0,0.0,5,0,8,12,24,0.0
3,WN,BWI,ORF,-9.0,0,departure,9.6,-1.4,46,1024.7,7.6,23.4,0.0,0.0,100,3,21,12,24,0.0
3,WN,BWI,ORF,-12.0,0,departure,7.6,5.4,86,1018.0,15.2,28.8,0.0,0.0,2,0,10,12,24,0.0
3,WN,BWI,ORF,-16.0,0,departure,8.4,-0.8,52,1023.6,18.7,43.2,0.0,0.0,3,0,16,12,24,0.0
3,WN,BWI,ORF,-23.0,0,departure,5.2,3.2,86,1016.7,8.0,13.7,0.0,0.0,5,0,8,12,24,0.0
3,WN,BWI,PBI,-20.0,0,departure,11.4,-3.0,36,1022.9,13.2,36.7,0.0,0.0,20,1,18,12,24,0.0
3,WN,BWI,PBI,-11.0,0,departure,5.2,3.2,86,1016.7,8.0,13.7,0.0,0.0,5,0,8,12,24,0.0
3,WN,BWI,PBI,-11.0,0,departure,8.4,-0.2,55,1022.4,19.6,40.0,0.0,0.0,0,0,14,12,24,0.0
3,WN,BWI,PHX,9.0,0,departure,7.6,5.4,86,1018.0,15.2,28.8,0.0,0.0,2,0,10,12,24,0.0
3,WN,BWI,PHX,-17.0,0,departure,11.4,-2.5,38,1023.2,12.3,29.9,0.0,0.0,62,2,19,12,24,0.0
3,WN,BWI,PHX,-4.0,0,departure,4.6,1.6,81,1015.8,8.0,13.7,0.1,0.0,22,51,6,12,24,0.0
3,WN,BWI,PIT,-17.0,0,departure,8.4,-0.8,52,1023.6,18.7,43.2,0.0,0.0,3,0,16,12,24,0.0
3,WN,BWI,PIT,-15.0,0,departure,7.6,5.4,86,1018.0,15.2,28.8,0.0,0.0,2,0,10,12,24,0.0
3,WN,BWI,PVD,-15.0,0,departure,11.4,-3.0,36,1022.9,13.2,36.7,0.0,0.0,20,1,18,12,24,0.0
3,WN,BWI,PVD,-21.0,0,departure,9.6,-1.4,46,1024.7,7.6,23.4,0.0,0.0,100,3,21,12,24,0.0
3,WN,BWI,PVD,3.0,0,departure,8.4,-0.2,55,1022.4,19.6,40.0,0.0,0.0,0,0,14,12,24,0.0
3,WN,BWI,PVD,-8.0,0,departure,4.6,1.6,81,1015.8,8.0,13.7,0.1,0.0,22,51,6,12,24,0.0
3,WN,BWI,PVD,41.0,0,departure,7.6,5.4,86,1018.0,15.2,28.8,0.0,0.0,2,0,10,12,24,1.0
3,WN,BWI,PWM,-10.0,0,departure,10.9,-2.3,39,1023.9,10.6,27.4,0.0,0.0,83,3,20,12,24,0.0
3,WN,BWI,PWM,-9.0,0,departure,7.6,5.4,86,1018.0,15.2,28.8,0.0,0.0,2,0,10,12,24,0.0
3,WN,BWI,PWM,2.0,0,departure,7.8,1.0,62,1020.9,16.0,30.2,0.0,0.0,18,0,13,12,24,0.0
3,WN,BWI,RDU,-11.0,0,departure,8.4,-0.2,55,1022.4,19.6,40.0,0.0,0.0,0,0,14,12,24,0.0
3,WN,BWI,RDU,-14.0,0,departure,6.8,4.7,86,1017.0,12.1,20.5,0.0,0.0,7,0,9,12,24,0.0
3,WN,BWI,RDU,1.0,0,departure,8.4,-0.8,52,1023.6,18.7,43.2,0.0,0.0,3,0,16,12,24,0.0
3,WN,BWI,RDU,-21.0,0,departure,9.6,-1.4,46,1024.7,7.6,23.4,0.0,0.0,100,3,21,12,24,0.0
3,WN,BWI,RIC,-17.0,0,departure,9.6,-1.4,46,1024.7,7.6,23.4,0.0,0.0,100,3,21,12,24,0.0
3,WN,BWI,RIC,-16.0,0,departure,7.6,5.4,86,1018.0,15.2,28.8,0.0,0.0,2,0,10,12,24,0.0
3,WN,BWI,ROC,-14.0,0,departure,8.4,-0.2,55,1022.4,19.6,40.0,0.0,0.0,0,0,14,12,24,0.0
3,WN,BWI,ROC,4.0,0,departure,7.6,5.4,86,1018.0,15.2,28.8,0.0,0.0,2,0,10,12,24,0.0
3,WN,BWI,ROC,-27.0,0,departure,9.6,-1.4,46,1024.7,7.6,23.4,0.0,0.0,100,3,21,12,24,0.0
3,WN,BWI,RSW,-4.0,0,departure,8.4,-0.2,55,1022.4,19.6,40.0,0.0,0.0,0,0,14,12,24,0.0
3,WN,BWI,RSW,-13.0,0,departure,6.6,0.8,66,1019.5,11.9,36.0,0.0,0.0,2,0,12,12,24,0.0
3,WN,BWI,RSW,4.0,0,departure,5.2,3.2,86,1016.7,8.0,13.7,0.0,0.0,5,0,8,12,24,0.0
3,WN,BWI,RSW,-12.0,0,departure,11.4,-3.0,36,1022.9,13.2,36.7,0.0,0.0,20,1,18,12,24,0.0
3,WN,BWI,SAN,73.0,0,departure,6.6,0.8,66,1019.5,11.9,36.0,0.0,0.0,2,0,12,12,24,1.0
3,WN,BWI,SAN,-6.0,0,departure,4.7,2.0,83,1016.3,6.5,15.1,0.0,0.0,6,0,7,12,24,0.0
3,WN,BWI,SAN,3.0,0,departure,11.4,-3.0,36,1022.9,13.2,36.7,0.0,0.0,20,1,18,12,24,0.0
3,WN,BWI,SAT,-28.0,0,departure,11.4,-3.0,36,1022.9,13.2,36.7,0.0,0.0,20,1,18,12,24,0.0
3,WN,BWI,SAT,-35.0,0,departure,7.6,5.4,86,1018.0,15.2,28.8,0.0,0.0,2,0,10,12,24,0.0
3,WN,BWI,SAV,-37.0,0,departure,11.4,-3.0,36,1022.9,13.2,36.7,0.0,0.0,20,1,18,12,24,0.0
3,WN,BWI,SAV,-30.0,0,departure,5.2,3.2,86,1016.7,8.0,13.7,0.0,0.0,5,0,8,12,24,0.0
3,WN,BWI,SDF,-22.0,0,departure,9.6,-1.4,46,1024.7,7.6,23.4,0.0,0.0,100,3,21,12,24,0.0
3,WN,BWI,SDF,-12.0,0,departure,6.6,3.3,79,1019.1,17.3,33.8,0.0,0.0,21,1,11,12,24,0.0
3,WN,BWI,SFO,4.0,0,departure,7.6,5.4,86,1018.0,15.2,28.8,0.0,0.0,2,0,10,12,24,0.0
3,WN,BWI,SJU,12.0,0,departure,11.4,-3.0,36,1022.9,13.2,36.7,0.0,0.0,20,1,18,12,24,0.0
3,WN,BWI,SJU,-12.0,0,departure,5.2,3.2,86,1016.7,8.0,13.7,0.0,0.0,5,0,8,12,24,0.0
3,WN,BWI,SLC,-15.0,0,departure,7.6,5.4,86,1018.0,15.2,28.8,0.0,0.0,2,0,10,12,24,0.0
3,WN,BWI,SMF,19.0,0,departure,6.8,4.7,86,1017.0,12.1,20.5,0.0,0.0,7,0,9,12,24,1.0
3,WN,BWI,SRQ,-10.0,0,departure,5.2,3.2,86,1016.7,8.0,13.7,0.0,0.0,5,0,8,12,24,0.0
3,WN,BWI,SRQ,-26.0,0,departure,8.4,-0.2,55,1022.4,19.6,40.0,0.0,0.0,0,0,14,12,24,0.0
3,WN,BWI,SRQ,-19.0,0,departure,11.4,-3.0,36,1022.9,13.2,36.7,0.0,0.0,20,1,18,12,24,0.0
3,WN,BWI,STL,-12.0,0,departure,8.4,-0.2,55,1022.4,19.6,40.0,0.0,0.0,0,0,14,12,24,0.0
3,WN,BWI,STL,-13.0,0,departure,10.9,-2.3,39,1023.9,10.6,27.4,0.0,0.0,83,3,20,12,24,0.0
3,WN,BWI,STL,-10.0,0,departure,4.7,2.0,83,1016.3,6.5,15.1,0.0,0.0,6,0,7,12,24,0.0
3,WN,BWI,TPA,-29.0,0,departure,6.8,4.7,86,1017.0,12.1,20.5,0.0,0.0,7,0,9,12,24,0.0
3,WN,BWI,TPA,-23.0,0,departure,6.6,3.3,79,1019.1,17.3,33.8,0.0,0.0,21,1,11,12,24,0.0
3,WN,BWI,TPA,-7.0,0,departure,8.4,-0.2,55,1022.4,19.6,40.0,0.0,0.0,0,0,14,12,24,0.0
3,WN,BWI,TPA,-21.0,0,departure,8.4,-0.8,52,1023.6,18.7,43.2,0.0,0.0,3,0,16,12,24,0.0
3,WN,BWI,TPA,-16.0,0,departure,8.8,-1.0,50,1023.5,16.4,41.0,0.0,0.0,15,0,17,12,24,0.0
3,WN,BWI,TPA,-4.0,0,departure,4.7,2.0,83,1016.3,6.5,15.1,0.0,0.0,6,0,7,12,24,0.0
3,WN,CHS,BWI,1.0,0,arrival,4.7,2.0,83,1016.3,6.5,15.1,0.0,0.0,6,0,7,12,24,0.0
3,WN,CHS,BWI,-9.0,0,arrival,7.6,5.4,86,1018.0,15.2,28.8,0.0,0.0,2,0,10,12,24,0.0
3,WN,CLE,BWI,-14.0,0,arrival,8.4,-0.7,53,1023.4,19.7,43.6,0.0,0.0,11,0,15,12,24,0.0
3,WN,CLE,BWI,-4.0,0,arrival,5.9,3.5,84,1016.6,6.2,9.7,0.0,0.0,100,3,5,12,24,0.0
3,WN,CLT,BWI,-6.0,0,arrival,5.2,3.2,86,1016.7,8.0,13.7,0.0,0.0,5,0,8,12,24,0.0
3,WN,CLT,BWI,-7.0,0,arrival,11.4,-3.0,36,1022.9,13.2,36.7,0.0,0.0,20,1,18,12,24,0.0
3,WN,CMH,BWI,-5.0,0,arrival,6.6,0.8,66,1019.5,11.9,36.0,0.0,0.0,2,0,12,12,24,0.0
3,WN,CMH,BWI,-22.0,0,arrival,5.9,3.5,84,1016.6,6.2,9.7,0.0,0.0,100,3,5,12,24,0.0
3,WN,CMH,BWI,-15.0,0,arrival,8.4,-0.7,53,1023.4,19.7,43.6,0.0,0.0,11,0,15,12,24,0.0
3,WN,CVG,BWI,-15.0,0,arrival,8.4,-0.7,53,1023.4,19.7,43.6,0.0,0.0,11,0,15,12,24,0.0
3,WN,CVG,BWI,-12.0,0,arrival,5.9,3.5,84,1016.6,6.2,9.7,0.0,0.0,100,3,5,12,24,0.0
3,WN,DAL,BWI,2.0,0,arrival,4.7,2.0,83,1016.3,6.5,15.1,0.0,0.0,6,0,7,12,24,0.0
3,WN,DAL,BWI,4.0,0,arrival,6.6,3.3,79,1019.1,17.3,33.8,0.0,0.0,21,1,11,12,24,0.0
3,WN,DAL,BWI,17.0,0,arrival,11.4,-3.0,36,1022.9,13.2,36.7,0.0,0.0,20,1,18,12,24,1.0
3,WN,DAL,BWI,-5.0,0,arrival,8.4,-0.8,52,1023.6,18.7,43.2,0.0,0.0,3,0,16,12,24,0.0
3,WN,DAL,BWI,-4.0,0,arrival,4.6,1.6,81,1015.8,8.0,13.7,0.1,0.0,22,51,6,12,24,0.0
3,WN,DEN,BWI,-31.0,0,arrival,4.7,2.0,83,1016.3,6.5,15.1,0.0,0.0,6,0,7,12,24,0.0
3,WN,DEN,BWI,-23.0,0,arrival,7.6,5.4,86,1018.0,15.2,28.8,0.0,0.0,2,0,10,12,24,0.0
3,WN,DEN,BWI,-9.0,0,arrival,8.4,-0.8,52,1023.6,18.7,43.2,0.0,0.0,3,0,16,12,24,0.0
3,WN,DEN,BWI,-19.0,0,arrival,8.4,-0.2,55,1022.4,19.6,40.0,0.0,0.0,0,0,14,12,24,0.0
3,WN,DEN,BWI,-22.0,0,arrival,6.0,-0.4,63,1025.8,5.6,9.4,0.0,0.0,100,3,23,12,24,0.0
3,WN,DTW,BWI,-7.0,0,arrival,5.9,3.5,84,1016.6,6.2,9.7,0.0,0.0,100,3,5,12,24,0.0
3,WN,DTW,BWI,1.0,0,arrival,8.4,-0.7,53,1023.4,19.7,43.6,0.0,0.0,11,0,15,12,24,0.0
3,WN,FLL,BWI,3.0,0,arrival,4.7,2.0,83,1016.3,6.5,15.1,0.0,0.0,6,0,7,12,24,0.0
3,WN,FLL,BWI,-5.0,0,arrival,6.6,3.3,79,1019.1,17.3,33.8,0.0,0.0,21,1,11,12,24,0.0
3,WN,FLL,BWI,3.0,0,arrival,7.8,1.0,62,1020.9,16.0,30.2,0.0,0.0,18,0,13,12,24,0.0
3,WN,FLL,BWI,11.0,0,arrival,5.2,3.2,86,1016.7,8.0,13.7,0.0,0.0,5,0,8,12,24,0.0
3,WN,FLL,BWI,-5.0,0,arrival,8.4,-0.8,52,1023.6,18.7,43.2,0.0,0.0,3,0,16,12,24,0.0
3,WN,GRR,BWI,-12.0,0,arrival,8.4,-0.2,55,1022.4,19.6,40.0,0.0,0.0,0,0,14,12,24,0.0
3,WN,GSP,BWI,-12.0,0,arrival,4.7,2.0,83,1016.3,6.5,15.1,0.0,0.0,6,0,7,12,24,0.0
3,WN,GSP,BWI,2.0,0,arrival,8.4,-0.8,52,1023.6,18.7,43.2,0.0,0.0,3,0,16,12,24,0.0
3,WN,HOU,BWI,-11.0,0,arrival,8.4,-0.7,53,1023.4,19.7,43.6,0.0,0.0,11,0,15,12,24,0.0
3,WN,HOU,BWI,-2.0,0,arrival,4.6,1.6,81,1015.8,8.0,13.7,0.1,0.0,22,51,6,12,24,0.0
3,WN,HOU,BWI,4.0,0,arrival,11.4,-3.0,36,1022.9,13.2,36.7,0.0,0.0,20,1,18,12,24,0.0
3,WN,HOU,BWI,2.0,0,arrival,6.6,3.3,79,1019.1,17.3,33.8,0.0,0.0,21,1,11,12,24,0.0
3,WN,IND,BWI,-9.0,0,arrival,6.6,3.3,79,1019.1,17.3,33.8,0.0,0.0,21,1,11,12,24,0.0
3,WN,IND,BWI,-19.0,0,arrival,5.9,3.5,84,1016.6,6.2,9.7,0.0,0.0,100,3,5,12,24,0.0
3,WN,IND,BWI,-7.0,0,arrival,11.4,-3.0,36,1022.9,13.2,36.7,0.0,0.0,20,1,18,12,24,0.0
3,WN,ISP,BWI,12.0,0,arrival,6.6,0.8,66,1019.5,11.9,36.0,0.0,0.0,2,0,12,12,24,0.0
3,WN,ISP,BWI,-8.0,0,arrival,8.4,-0.7,53,1023.4,19.7,43.6,0.0,0.0,11,0,15,12,24,0.0
3,WN,ISP,BWI,-17.0,0,arrival,5.9,3.5,84,1016.6,6.2,9.7,0.0,0.0,100,3,5,12,24,0.0
3,WN,JAN,BWI,-21.0,0,arrival,8.4,-0.7,53,1023.4,19.7,43.6,0.0,0.0,11,0,15,12,24,0.0
3,WN,JAX,BWI,-11.0,0,arrival,8.4,-0.8,52,1023.6,18.7,43.2,0.0,0.0,3,0,16,12,24,0.0
3,WN,JAX,BWI,-7.0,0,arrival,6.6,3.3,79,1019.1,17.3,33.8,0.0,0.0,21,1,11,12,24,0.0
3,WN,JAX,BWI,-12.0,0,arrival,4.7,2.0,83,1016.3,6.5,15.1,0.0,0.0,6,0,7,12,24,0.0
3,WN,JAX,BWI,-17.0,0,arrival,8.8,-1.0,50,1023.5,16.4,41.0,0.0,0.0,15,0,17,12,24,0.0
3,WN,LAS,BWI,-15.0,0,arrival,4.6,1.6,81,1015.8,8.0,13.7,0.1,0.0,22,51,6,12,24,0.0
3,WN,LAS,BWI,-16.0,0,arrival,6.8,-0.4,60,1025.2,6.0,15.8,0.0,0.0,100,3,22,12,24,0.0
3,WN,LAS,BWI,-13.0,0,arrival,6.6,0.8,66,1019.5,11.9,36.0,0.0,0.0,2,0,12,12,24,0.0
3,WN,LAS,BWI,-23.0,0,arrival,6.8,4.7,86,1017.0,12.1,20.5,0.0,0.0,7,0,9,12,24,0.0
3,WN,LAX,BWI,-12.0,0,arrival,6.8,4.7,86,1017.0,12.1,20.5,0.0,0.0,7,0,9,12,24,0.0
3,WN,LAX,BWI,-17.0,0,arrival,4.6,1.6,81,1015.8,8.0,13.7,0.1,0.0,22,51,6,12,24,0.0
3,WN,LAX,BWI,13.0,0,arrival,9.6,-1.4,46,1024.7,7.6,23.4,0.0,0.0,100,3,21,12,24,0.0
3,WN,MCI,BWI,-14.0,0,arrival,4.6,1.6,81,1015.8,8.0,13.7,0.1,0.0,22,51,6,12,24,0.0
3,WN,MCI,BWI,-16.0,0,arrival,8.4,-0.2,55,1022.4,19.6,40.0,0.0,0.0,0,0,14,12,24,0.0
3,WN,MCO,BWI,-11.0,0,arrival,11.4,-2.5,38,1023.2,12.3,29.9,0.0,0.0,62,2,19,12,24,0.0
3,WN,MCO,BWI,-7.0,0,arrival,5.2,3.2,86,1016.7,8.0,13.7,0.0,0.0,5,0,8,12,24,0.0
3,WN,MCO,BWI,1.0,0,arrival,7.6,5.4,86,1018.0,15.2,28.8,0.0,0.0,2,0,10,12,24,0.0
3,WN,MCO,BWI,-11.0,0,arrival,4.6,1.6,81,1015.8,8.0,13.7,0.1,0.0,22,51,6,12,24,0.0
3,WN,MCO,BWI,-9.0,0,arrival,8.4,-0.7,53,1023.4,19.7,43.6,0.0,0.0,11,0,15,12,24,0.0
3,WN,MCO,BWI,3.0,0,arrival,6.8,4.7,86,1017.0,12.1,20.5,0.0,0.0,7,0,9,12,24,0.0
3,WN,MCO,BWI,-4.0,0,arrival,6.6,3.3,79,1019.1,17.3,33.8,0.0,0.0,21,1,11,12,24,0.0
3,WN,MCO,BWI,12.0,0,arrival,8.4,-0.8,52,1023.6,18.7,43.2,0.0,0.0,3,0,16,12,24,0.0
3,WN,MCO,BWI,-11.0,0,arrival,7.8,1.0,62,1020.9,16.0,30.2,0.0,0.0,18,0,13,12,24,0.0
3,WN,MDW,BWI,-19.0,0,arrival,6.8,4.7,86,1017.0,12.1,20.5,0.0,0.0,7,0,9,12,24,0.0
3,WN,MDW,BWI,-17.0,0,arrival,11.4,-3.0,36,1022.9,13.2,36.7,0.0,0.0,20,1,18,12,24,0.0
3,WN,MDW,BWI,-11.0,0,arrival,6.6,0.8,66,1019.5,11.9,36.0,0.0,0.0,2,0,12,12,24,0.0
3,WN,MDW,BWI,-22.0,0,arrival,4.6,1.6,81,1015.8,8.0,13.7,0.1,0.0,22,51,6,12,24,0.0
3,WN,MEM,BWI,-15.0,0,arrival,8.4,-0.8,52,1023.6,18.7,43.2,0.0,0.0,3,0,16,12,24,0.0
3,WN,MHT,BWI,-12.0,0,arrival,7.6,5.4,86,1018.0,15.2,28.8,0.0,0.0,2,0,10,12,24,0.0
3,WN,MHT,BWI,5.0,0,arrival,5.2,3.2,86,1016.7,8.0,13.7,0.0,0.0,5,0,8,12,24,0.0
3,WN,MHT,BWI,-23.0,0,arrival,6.6,0.8,66,1019.5,11.9,36.0,0.0,0.0,2,0,12,12,24,0.0
3,WN,MHT,BWI,15.0,0,arrival,8.4,-0.7,53,1023.4,19.7,43.6,0.0,0.0,11,0,15,12,24,1.0
3,WN,MHT,BWI,16.0,0,arrival,5.9,3.5,84,1016.6,6.2,9.7,0.0,0.0,100,3,5,12,24,1.0
3,WN,MIA,BWI,10.0,0,arrival,4.7,2.0,83,1016.3,6.5,15.1,0.0,0.0,6,0,7,12,24,0.0
3,WN,MIA,BWI,19.0,0,arrival,7.8,1.0,62,1020.9,16.0,30.2,0.0,0.0,18,0,13,12,24,1.0
3,WN,MIA,BWI,-6.0,0,arrival,8.8,-1.0,50,1023.5,16.4,41.0,0.0,0.0,15,0,17,12,24,0.0
3,WN,MKE,BWI,-26.0,0,arrival,8.4,-0.2,55,1022.4,19.6,40.0,0.0,0.0,0,0,14,12,24,0.0
3,WN,MKE,BWI,-24.0,0,arrival,4.6,1.6,81,1015.8,8.0,13.7,0.1,0.0,22,51,6,12,24,0.0
3,WN,MSP,BWI,-26.0,0,arrival,4.6,1.6,81,1015.8,8.0,13.7,0.1,0.0,22,51,6,12,24,0.0
3,WN,MSY,BWI,-2.0,0,arrival,4.6,1.6,81,1015.8,8.0,13.7,0.1,0.0,22,51,6,12,24,0.0
3,WN,MSY,BWI,-12.0,0,arrival,8.4,-0.7,53,1023.4,19.7,43.6,0.0,0.0,11,0,15,12,24,0.0
3,WN,MSY,BWI,-5.0,0,arrival,7.6,5.4,86,1018.0,15.2,28.8,0.0,0.0,2,0,10,12,24,0.0
3,WN,MYR,BWI,2.0,0,arrival,11.4,-3.0,36,1022.9,13.2,36.7,0.0,0.0,20,1,18,12,24,0.0
3,WN,MYR,BWI,-11.0,0,arrival,5.2,3.2,86,1016.7,8.0,13.7,0.0,0.0,5,0,8,12,24,0.0
3,WN,ORF,BWI,-12.0,0,arrival,6.6,0.8,66,1019.5,11.9,36.0,0.0,0.0,2,0,12,12,24,0.0
3,WN,ORF,BWI,-4.0,0,arrival,5.2,3.2,86,1016.7,8.0,13.7,0.0,0.0,5,0,8,12,24,0.0
3,WN,ORF,BWI,21.0,0,arrival,4.6,1.6,81,1015.8,8.0,13.7,0.1,0.0,22,51,6,12,24,1.0
3,WN,ORF,BWI,39.0,0,arrival,11.4,-3.0,36,1022.9,13.2,36.7,0.0,0.0,20,1,18,12,24,1.0
3,WN,PBI,BWI,4.0,0,arrival,4.6,1.6,81,1015.8,8.0,13.7,0.1,0.0,22,51,6,12,24,0.0
3,WN,PBI,BWI,-3.0,0,arrival,6.6,0.8,66,1019.5,11.9,36.0,0.0,0.0,2,0,12,12,24,0.0
3,WN,PBI,BWI,-14.0,0,arrival,8.4,-0.8,52,1023.6,18.7,43.2,0.0,0.0,3,0,16,12,24,0.0
3,WN,PHX,BWI,-10.0,0,arrival,5.9,3.5,84,1016.6,6.2,9.7,0.0,0.0,100,3,5,12,24,0.0
3,WN,PHX,BWI,-12.0,0,arrival,6.0,-0.4,63,1025.8,5.6,9.4,0.0,0.0,100,3,23,12,24,0.0
3,WN,PHX,BWI,-25.0,0,arrival,6.6,0.8,66,1019.5,11.9,36.0,0.0,0.0,2,0,12,12,24,0.0
3,WN,PIT,BWI,-31.0,0,arrival,5.9,3.5,84,1016.6,6.2,9.7,0.0,0.0,100,3,5,12,24,0.0
3,WN,PIT,BWI,-19.0,0,arrival,7.6,5.4,86,1018.0,15.2,28.8,0.0,0.0,2,0,10,12,24,0.0
3,WN,PIT,BWI,-20.0,0,arrival,8.4,-0.8,52,1023.6,18.7,43.2,0.0,0.0,3,0,16,12,24,0.0
3,WN,PVD,BWI,-16.0,0,arrival,5.9,3.5,84,1016.6,6.2,9.7,0.0,0.0,100,3,5,12,24,0.0
3,WN,PVD,BWI,28.0,0,arrival,6.6,0.8,66,1019.5,11.9,36.0,0.0,0.0,2,0,12,12,24,1.0
3,WN,PVD,BWI,13.0,0,arrival,7.8,1.0,62,1020.9,16.0,30.2,0.0,0.0,18,0,13,12,24,0.0
3,WN,PVD,BWI,-8.0,0,arrival,5.2,3.2,86,1016.7,8.0,13.7,0.0,0.0,5,0,8,12,24,0.0
3,WN,PVD,BWI,-20.0,0,arrival,8.4,-0.7,53,1023.4,19.7,43.6,0.0,0.0,11,0,15,12,24,0.0
3,WN,PWM,BWI,1.0,0,arrival,6.6,0.8,66,1019.5,11.9,36.0,0.0,0.0,2,0,12,12,24,0.0
3,WN,PWM,BWI,29.0,0,arrival,5.9,3.5,84,1016.6,6.2,9.7,0.0,0.0,100,3,5,12,24,1.0
3,WN,PWM,BWI,11.0,0,arrival,8.4,-0.7,53,1023.4,19.7,43.6,0.0,0.0,11,0,15,12,24,0.0
3,WN,RDU,BWI,-14.0,0,arrival,5.2,3.2,86,1016.7,8.0,13.7,0.0,0.0,5,0,8,12,24,0.0
3,WN,RDU,BWI,5.0,0,arrival,11.4,-3.0,36,1022.9,13.2,36.7,0.0,0.0,20,1,18,12,24,0.0
3,WN,RDU,BWI,-4.0,0,arrival,7.8,1.0,62,1020.9,16.0,30.2,0.0,0.0,18,0,13,12,24,0.0
