departure_day_of_week,carrier,origin_airport,destination_airport,arrival_delay_minutes,is_cancelled,direction,dep_weather_temperature_c,dep_weather_dewpoint_c,dep_weather_humidity_pct,dep_weather_pressure_hpa,dep_weather_wind_kph,dep_weather_gust_kph,dep_weather_precip_mm,dep_weather_snow_mm,dep_weather_cloud_cover_pct,dep_weather_condition_code,dep_hour,dep_month,dep_day_of_month,is_delayed
6,DL,DTW,BWI,27.0,0,arrival,3.8,-2.0,66,1020.8,7.6,25.6,0.0,0.0,80,3,21,12,27,1.0
7,DL,DTW,BWI,41.0,0,arrival,4.2,0.8,78,1017.0,8.5,24.5,0.0,0.0,100,3,21,12,28,1.0
1,DL,DTW,BWI,155.0,0,arrival,7.4,-4.7,42,999.9,31.1,68.4,0.0,0.0,61,2,21,12,29,1.0
2,DL,DTW,BWI,110.0,0,arrival,-0.2,-10.4,46,1011.9,23.7,59.0,0.0,0.0,100,3,21,12,30,1.0
3,DL,DTW,BWI,745.0,0,arrival,1.5,-8.4,48,1010.4,14.1,40.0,0.0,0.0,97,3,21,12,31,1.0
4,DL,ATL,BWI,84.0,0,arrival,1.6,-1.6,79,1025.6,6.4,12.6,0.0,0.0,0,0,14,12,18,1.0
4,DL,BWI,ATL,92.0,0,departure,5.3,-2.2,58,1025.1,5.7,16.9,0.0,0.0,1,0,16,12,18,1.0
5,DL,ATL,BWI,45.0,0,arrival,13.3,12.4,94,996.5,17.7,42.5,0.4,0.0,100,51,14,12,19,1.0
5,DL,BWI,ATL,28.0,0,departure,11.9,8.1,78,997.6,17.7,37.4,0.0,0.0,100,3,16,12,19,1.0
6,DL,ATL,BWI,-12.0,0,arrival,-1.2,-8.1,59,1026.2,3.6,11.5,0.0,0.0,30,1,14,12,20,0.0
6,DL,BWI,ATL,-13.0,0,departure,1.5,-6.8,54,1025.8,2.3,13.0,0.0,0.0,42,1,16,12,20,0.0
7,DL,ATL,BWI,35.0,0,arrival,4.9,-2.5,59,1019.9,11.4,22.3,0.0,0.0,99,3,14,12,21,1.0
7,DL,BWI,ATL,24.0,0,departure,7.8,-5.9,37,1021.3,20.9,43.6,0.0,0.0,100,3,16,12,21,1.0
1,DL,ATL,BWI,-1.0,0,arrival,-1.5,-9.6,54,1036.2,3.4,10.8,0.0,0.0,2,0,14,12,22,0.0
1,DL,BWI,ATL,2.0,0,departure,2.7,-11.3,35,1036.7,4.7,16.2,0.0,0.0,7,0,16,12,22,0.0
2,DL,ATL,BWI,10.0,0,arrival,3.0,0.6,85,1022.5,8.8,20.9,0.0,0.0,100,3,14,12,23,0.0
2,DL,BWI,ATL,-2.0,0,departure,4.1,1.5,83,1021.2,4.1,11.2,0.0,0.0,100,3,16,12,23,0.0
3,DL,ATL,BWI,7.0,0,arrival,8.4,-0.2,55,1022.4,19.6,40.0,0.0,0.0,0,0,14,12,24,0.0
3,DL,BWI,ATL,-21.0,0,departure,8.4,-0.8,52,1023.6,18.7,43.2,0.0,0.0,3,0,16,12,24,0.0
4,DL,ATL,BWI,40.0,0,arrival,4.5,-1.9,63,1016.9,8.6,25.6,0.0,0.0,23,1,14,12,25,1.0
4,DL,BWI,ATL,11.0,0,departure,7.1,0.2,62,1015.8,7.2,19.1,0.0,0.0,100,3,16,12,25,0.0
5,DL,ATL,BWI,2.0,0,arrival,-1.1,-8.9,55,1024.5,6.2,21.6,0.0,0.0,100,3,14,12,26,0.0
5,DL,BWI,ATL,14.0,0,departure,0.2,-8.2,53,1024.0,4.4,23.4,0.0,0.0,100,3,16,12,26,0.0
6,DL,ATL,BWI,-4.0,0,arrival,1.9,-0.6,84,1018.3,9.6,19.4,0.0,0.0,100,3,14,12,27,0.0
6,DL,BWI,ATL,-17.0,0,departure,3.3,-1.1,73,1019.6,7.8,19.4,0.0,0.0,100,3,16,12,27,0.0
7,DL,ATL,BWI,-5.0,0,arrival,1.1,-2.0,80,1023.1,8.1,18.7,0.0,0.0,100,3,14,12,28,0.0
7,DL,BWI,ATL,-18.0,0,departure,2.8,-1.4,74,1022.3,6.8,22.3,0.0,0.0,100,3,16,12,28,0.0
1,DL,ATL,BWI,15.0,0,arrival,12.4,10.8,90,997.8,19.9,42.5,0.6,0.0,100,53,14,12,29,1.0
1,DL,BWI,ATL,17.0,0,departure,13.8,11.4,85,996.3,17.6,35.3,0.2,0.0,84,51,16,12,29,1.0
2,DL,ATL,BWI,35.0,0,arrival,-1.1,-12.0,43,1012.8,30.4,60.5,0.0,0.0,66,2,14,12,30,1.0
2,DL,BWI,ATL,26.0,0,departure,0.2,-11.4,41,1013.0,29.3,60.1,0.0,0.0,82,3,16,12,30,1.0
3,DL,ATL,BWI,-6.0,0,arrival,-2.3,-10.9,52,1015.0,13.8,29.2,0.0,0.0,63,2,14,12,31,0.0
3,DL,BWI,ATL,-26.0,0,departure,0.2,-10.1,46,1013.9,18.6,39.6,0.0,0.0,69,2,16,12,31,0.0
4,DL,BWI,MSP,8.0,0,departure,-0.8,-4.1,78,1023.6,3.5,2.9,0.0,0.0,47,1,6,12,18,0.0
5,DL,BWI,MSP,56.0,0,departure,10.9,10.2,96,1008.4,19.9,38.2,0.6,0.0,100,53,6,12,19,1.0
6,DL,BWI,MSP,-19.0,0,departure,-0.2,-8.2,54,1020.2,16.2,38.2,0.0,0.0,53,2,6,12,20,0.0
7,DL,BWI,MSP,-16.0,0,departure,4.2,-2.4,62,1016.2,16.5,34.6,0.0,0.0,16,0,6,12,21,0.0
1,DL,BWI,MSP,5.0,0,departure,-1.8,-7.9,63,1032.7,6.5,18.0,0.0,0.0,0,0,6,12,22,0.0
2,DL,BWI,MSP,-6.0,0,departure,2.4,-4.7,59,1028.3,9.3,16.6,0.0,0.0,100,3,6,12,23,0.0
3,DL,BWI,MSP,3.0,0,departure,4.6,1.6,81,1015.8,8.0,13.7,0.1,0.0,22,51,6,12,24,0.0
4,DL,BWI,MSP,2.0,0,departure,2.4,-1.0,78,1024.7,4.9,11.9,0.0,0.0,100,3,6,12,25,0.0
5,DL,BWI,MSP,13.0,0,departure,1.4,-6.3,57,1022.8,12.7,28.8,0.0,0.0,20,1,6,12,26,0.0
6,DL,BWI,MSP,46.0,0,departure,1.2,0.3,93,1009.4,4.8,13.3,0.0,0.0,100,3,6,12,27,1.0
7,DL,BWI,MSP,-6.0,0,departure,-0.1,-1.9,88,1024.3,2.8,5.4,0.0,0.0,100,3,6,12,28,0.0
1,DL,BWI,MSP,,1,departure,7.2,5.7,91,1006.4,15.7,38.2,0.0,0.0,100,3,6,12,29,
2,DL,BWI,MSP,9.0,0,departure,-0.3,-9.2,51,1008.5,24.0,55.8,0.0,0.0,100,3,6,12,30,0.0
3,DL,BWI,MSP,-17.0,0,departure,-3.8,-11.9,53,1014.0,14.9,32.0,0.0,0.0,99,3,6,12,31,0.0
4,DL,BWI,MSP,63.0,0,departure,9.9,2.5,60,1021.1,7.4,17.6,0.0,0.0,98,3,19,12,18,1.0
4,DL,MSP,BWI,58.0,0,arrival,1.6,-1.6,79,1025.6,6.4,12.6,0.0,0.0,0,0,14,12,18,1.0
5,DL,BWI,MSP,5.0,0,departure,10.9,0.9,50,999.8,28.8,59.8,0.0,0.0,23,1,19,12,19,0.0
5,DL,MSP,BWI,-13.0,0,arrival,13.3,12.4,94,996.5,17.7,42.5,0.4,0.0,100,51,14,12,19,0.0
6,DL,BWI,MSP,-12.0,0,departure,0.2,-7.7,56,1026.5,2.8,11.9,0.0,0.0,88,3,15,12,20,0.0
6,DL,MSP,BWI,6.0,0,arrival,-3.0,-9.7,60,1023.8,5.8,16.9,0.0,0.0,0,0,10,12,20,0.0
7,DL,BWI,MSP,-13.0,0,departure,7.2,-3.3,47,1020.6,12.5,27.4,0.0,0.0,100,3,15,12,21,0.0
7,DL,MSP,BWI,-27.0,0,arrival,3.1,-3.2,64,1016.7,13.2,25.2,0.0,0.0,9,0,10,12,21,0.0
1,DL,BWI,MSP,-17.0,0,departure,0.8,-10.4,43,1036.5,2.6,11.9,0.0,0.0,1,0,15,12,22,0.0
1,DL,MSP,BWI,-23.0,0,arrival,-3.0,-7.6,70,1034.6,4.6,8.3,0.0,0.0,1,0,10,12,22,0.0
2,DL,BWI,MSP,-15.0,0,departure,3.5,1.0,84,1022.1,5.6,16.9,0.0,0.0,100,3,15,12,23,0.0
2,DL,MSP,BWI,-13.0,0,arrival,2.6,-2.7,68,1025.1,7.3,16.6,1.7,1.12,100,75,10,12,23,0.0
3,DL,BWI,MSP,-16.0,0,departure,8.4,-0.7,53,1023.4,19.7,43.6,0.0,0.0,11,0,15,12,24,0.0
3,DL,MSP,BWI,-30.0,0,arrival,7.6,5.4,86,1018.0,15.2,28.8,0.0,0.0,2,0,10,12,24,0.0
4,DL,BWI,MSP,-26.0,0,departure,6.2,-1.0,60,1016.5,7.5,16.9,0.0,0.0,64,2,15,12,25,0.0
4,DL,MSP,BWI,-27.0,0,arrival,1.5,-2.2,77,1021.1,6.0,11.2,0.0,0.0,22,1,10,12,25,0.0
5,DL,BWI,MSP,-16.0,0,departure,-0.4,-8.8,53,1024.2,8.8,21.2,0.0,0.0,98,3,15,12,26,0.0
5,DL,MSP,BWI,-10.0,0,arrival,-1.2,-7.3,63,1023.6,9.0,22.0,0.0,0.0,98,3,10,12,26,0.0
6,DL,BWI,MSP,31.0,0,departure,2.4,-0.8,79,1019.4,8.7,19.8,0.0,0.0,100,3,15,12,27,1.0
6,DL,MSP,BWI,42.0,0,arrival,0.9,-0.7,89,1012.6,8.8,17.3,0.0,0.0,9,0,10,12,27,1.0
7,DL,BWI,MSP,,1,departure,1.8,-1.8,77,1022.8,8.5,19.8,0.0,0.0,100,3,15,12,28,
7,DL,MSP,BWI,9.0,0,arrival,0.0,-2.0,87,1023.2,4.6,8.3,0.0,0.0,100,3,10,12,28,0.0
1,DL,BWI,MSP,-22.0,0,departure,12.6,10.9,90,996.7,17.0,38.9,0.0,0.0,100,3,15,12,29,0.0
1,DL,MSP,BWI,-23.0,0,arrival,10.4,8.9,90,999.7,20.1,41.0,0.0,0.0,100,3,10,12,29,0.0
2,DL,BWI,MSP,0.0,0,departure,-0.4,-10.8,45,1013.1,24.6,65.5,0.0,0.0,100,3,15,12,30,0.0
2,DL,MSP,BWI,7.0,0,arrival,-2.1,-10.2,54,1010.4,16.2,42.5,0.0,0.0,88,3,10,12,30,0.0
3,DL,BWI,MSP,-1.0,0,departure,-1.2,-10.6,49,1015.1,14.6,33.5,0.0,0.0,27,1,15,12,31,0.0
3,DL,MSP,BWI,18.0,0,arrival,-3.4,-9.1,64,1013.8,10.4,23.8,0.2,0.14,100,71,10,12,31,1.0
4,DL,MSP,BWI,56.0,0,arrival,9.3,3.6,68,1020.1,8.4,16.6,0.0,0.0,100,3,20,12,18,1.0
5,DL,MSP,BWI,12.0,0,arrival,8.6,-1.4,50,1002.1,32.1,68.8,0.0,0.0,28,1,20,12,19,0.0
6,DL,MSP,BWI,1.0,0,arrival,4.7,-4.8,50,1022.4,6.1,17.6,0.0,0.0,32,1,19,12,20,0.0
7,DL,MSP,BWI,-11.0,0,arrival,7.8,-6.0,37,1022.2,19.4,41.4,0.0,0.0,100,3,19,12,21,0.0
1,DL,MSP,BWI,-31.0,0,arrival,5.9,-7.1,39,1033.2,3.1,10.4,0.0,0.0,100,3,19,12,22,0.0
2,DL,MSP,BWI,-42.0,0,arrival,5.5,2.7,82,1017.8,4.1,11.9,0.0,0.0,100,3,19,12,23,0.0
3,DL,MSP,BWI,-7.0,0,arrival,11.4,-2.5,38,1023.2,12.3,29.9,0.0,0.0,62,2,19,12,24,0.0
4,DL,MSP,BWI,-27.0,0,arrival,12.4,5.0,60,1012.0,8.6,19.8,0.0,0.0,30,1,19,12,25,0.0
5,DL,MSP,BWI,96.0,0,arrival,-0.4,-7.2,60,1019.0,11.5,26.6,0.3,0.0,100,51,19,12,26,1.0
6,DL,MSP,BWI,86.0,0,arrival,4.7,-1.9,63,1019.2,12.8,29.5,0.0,0.0,93,3,19,12,27,1.0
7,DL,MSP,BWI,,1,arrival,3.2,-0.3,77,1018.7,13.2,30.6,0.1,0.0,100,51,19,12,28,
1,DL,MSP,BWI,53.0,0,arrival,10.8,-4.5,34,996.8,29.5,67.3,0.0,0.0,100,3,19,12,29,1.0
2,DL,MSP,BWI,38.0,0,arrival,1.0,-11.4,39,1011.5,26.3,55.8,0.0,0.0,10,0,19,12,30,1.0
3,DL,MSP,BWI,-11.0,0,arrival,1.0,-9.4,46,1011.1,18.9,41.4,0.0,0.0,80,3,19,12,31,0.0
4,DL,ATL,BWI,3.0,0,arrival,7.0,-1.7,54,1023.6,5.6,17.3,0.0,0.0,88,3,17,12,18,0.0
5,DL,ATL,BWI,21.0,0,arrival,11.6,4.6,62,998.7,20.8,46.1,0.1,0.0,42,51,17,12,19,1.0
4,DL,BWI,ATL,-4.0,0,departure,-0.8,-4.1,78,1023.6,3.5,2.9,0.0,0.0,47,1,6,12,18,0.0
5,DL,BWI,ATL,-10.0,0,departure,10.9,10.2,96,1008.4,19.9,38.2,0.6,0.0,100,53,6,12,19,0.0
6,DL,BWI,ATL,-31.0,0,departure,-0.2,-8.2,54,1020.2,16.2,38.2,0.0,0.0,53,2,6,12,20,0.0
7,DL,BWI,ATL,-27.0,0,departure,4.2,-2.4,62,1016.2,16.5,34.6,0.0,0.0,16,0,6,12,21,0.0
1,DL,BWI,ATL,-19.0,0,departure,-1.8,-7.9,63,1032.7,6.5,18.0,0.0,0.0,0,0,6,12,22,0.0
2,DL,BWI,ATL,-21.0,0,departure,2.4,-4.7,59,1028.3,9.3,16.6,0.0,0.0,100,3,6,12,23,0.0
3,DL,BWI,ATL,-32.0,0,departure,4.6,1.6,81,1015.8,8.0,13.7,0.1,0.0,22,51,6,12,24,0.0
4,DL,BWI,ATL,-14.0,0,departure,2.4,-1.0,78,1024.7,4.9,11.9,0.0,0.0,100,3,6,12,25,0.0
5,DL,BWI,ATL,-36.0,0,departure,1.4,-6.3,57,1022.8,12.7,28.8,0.0,0.0,20,1,6,12,26,0.0
6,DL,BWI,ATL,-29.0,0,departure,1.2,0.3,93,1009.4,4.8,13.3,0.0,0.0,100,3,6,12,27,0.0
7,DL,BWI,ATL,4.0,0,departure,-0.1,-1.9,88,1024.3,2.8,5.4,0.0,0.0,100,3,6,12,28,0.0
1,DL,BWI,ATL,,1,departure,7.2,5.7,91,1006.4,15.7,38.2,0.0,0.0,100,3,6,12,29,
2,DL,BWI,ATL,-7.0,0,departure,-0.3,-9.2,51,1008.5,24.0,55.8,0.0,0.0,100,3,6,12,30,0.0
3,DL,BWI,ATL,-30.0,0,departure,-3.8,-11.9,53,1014.0,14.9,32.0,0.0,0.0,99,3,6,12,31,0.0
4,DL,SLC,BWI,-22.0,0,arrival,5.5,2.2,79,1018.8,8.1,15.8,0.0,0.0,100,3,23,12,18,0.0
5,DL,SLC,BWI,20.0,0,arrival,3.5,-4.7,55,1009.4,22.4,57.6,0.0,0.0,100,3,23,12,19,1.0
6,DL,SLC,BWI,-23.0,0,arrival,1.5,-2.7,74,1020.0,10.3,21.2,0.0,0.0,1,0,23,12,20,0.0
7,DL,SLC,BWI,30.0,0,arrival,3.5,-5.2,53,1027.3,13.3,33.8,0.0,0.0,42,1,23,12,21,1.0
1,DL,SLC,BWI,25.0,0,arrival,0.1,-4.2,73,1032.8,5.8,10.8,0.0,0.0,54,2,23,12,22,1.0
2,DL,SLC,BWI,27.0,0,arrival,5.1,2.7,85,1017.3,5.3,10.1,0.0,0.0,57,2,23,12,23,1.0
4,DL,SLC,BWI,18.0,0,arrival,9.0,0.0,53,1017.6,14.9,31.7,0.0,0.0,52,2,23,12,25,1.0
5,DL,SLC,BWI,40.0,0,arrival,0.9,-2.0,82,1014.7,11.8,32.4,0.2,0.0,100,51,23,12,26,1.0
6,DL,SLC,BWI,30.0,0,arrival,0.6,-2.9,78,1022.1,5.4,9.0,0.0,0.0,18,0,23,12,27,1.0
7,DL,SLC,BWI,,1,arrival,4.8,1.9,81,1014.9,10.1,19.8,0.0,0.0,100,3,23,12,28,
1,DL,SLC,BWI,82.0,0,arrival,1.6,-9.5,43,1004.5,30.6,69.8,0.0,0.0,18,0,23,12,29,1.0
2,DL,SLC,BWI,23.0,0,arrival,-1.5,-10.8,49,1013.4,20.0,46.1,0.0,0.0,32,1,23,12,30,1.0
4,DL,BWI,DTW,-32.0,0,departure,0.1,-2.7,82,1024.4,6.9,11.2,0.0,0.0,17,0,10,12,18,0.0
4,DL,DTW,BWI,-7.0,0,arrival,-0.6,-3.5,81,1023.7,6.1,9.0,0.0,0.0,32,1,8,12,18,0.0
5,DL,BWI,DTW,21.0,0,departure,12.2,11.7,97,999.3,36.2,70.9,2.7,0.0,98,63,10,12,19,1.0
5,DL,DTW,BWI,19.0,0,arrival,12.0,11.4,96,1004.8,27.6,51.5,1.9,0.0,100,61,8,12,19,1.0
4,DL,BWI,SLC,-4.0,0,departure,-0.4,-3.5,80,1023.5,5.7,10.1,0.0,0.0,58,2,7,12,18,0.0
5,DL,BWI,SLC,2.0,0,departure,11.3,10.7,96,1006.6,22.5,42.5,0.9,0.0,100,53,7,12,19,0.0
6,DL,BWI,SLC,56.0,0,departure,-1.1,-9.1,55,1020.8,11.6,33.1,0.0,0.0,12,0,7,12,20,1.0
7,DL,BWI,SLC,118.0,0,departure,4.2,-2.9,60,1016.2,15.4,32.4,0.0,0.0,32,1,7,12,21,1.0
1,DL,BWI,SLC,37.0,0,departure,-2.1,-7.8,65,1033.5,5.9,12.2,0.0,0.0,0,0,7,12,22,1.0
2,DL,BWI,SLC,20.0,0,departure,2.8,-4.0,61,1027.9,9.8,18.4,0.0,0.0,100,3,7,12,23,1.0
3,DL,BWI,SLC,18.0,0,departure,4.7,2.0,83,1016.3,6.5,15.1,0.0,0.0,6,0,7,12,24,1.0
5,DL,BWI,SLC,5.0,0,departure,0.6,-7.2,56,1023.2,11.8,25.9,0.0,0.0,52,2,7,12,26,0.0
6,DL,BWI,SLC,111.0,0,departure,1.5,-0.1,89,1009.8,6.0,10.8,0.0,0.0,9,0,7,12,27,1.0
7,DL,BWI,SLC,64.0,0,departure,0.3,-1.6,87,1024.4,0.7,4.7,0.0,0.0,100,3,7,12,28,1.0
1,DL,BWI,SLC,,1,departure,8.1,6.7,91,1004.6,18.8,37.8,0.0,0.0,100,3,7,12,29,
2,DL,BWI,SLC,51.0,0,departure,-0.6,-9.9,50,1008.7,25.8,58.0,0.0,0.0,42,1,7,12,30,1.0
3,DL,BWI,SLC,10.0,0,departure,-3.5,-10.9,57,1014.0,11.5,28.4,0.0,0.0,100,3,7,12,31,0.0
4,DL,ATL,BWI,-15.0,0,arrival,9.3,3.6,68,1020.1,8.4,16.6,0.0,0.0,100,3,20,12,18,0.0
5,DL,ATL,BWI,21.0,0,arrival,8.6,-1.4,50,1002.1,32.1,68.8,0.0,0.0,28,1,20,12,19,1.0
6,DL,ATL,BWI,71.0,0,arrival,4.0,-5.4,50,1023.0,6.2,19.1,0.0,0.0,100,3,18,12,20,1.0
7,DL,ATL,BWI,-12.0,0,arrival,7.6,-6.8,35,1021.8,18.0,45.0,0.0,0.0,100,3,18,12,21,0.0
1,DL,ATL,BWI,108.0,0,arrival,5.4,-9.1,34,1033.9,1.0,14.0,0.0,0.0,60,2,18,12,22,1.0
2,DL,ATL,BWI,3.0,0,arrival,4.9,2.4,84,1018.4,4.2,11.5,0.0,0.0,100,3,18,12,23,0.0
5,DL,ATL,BWI,0.0,0,arrival,-0.3,-8.3,55,1021.1,8.5,22.3,0.0,0.0,100,3,18,12,26,0.0
6,DL,ATL,BWI,17.0,0,arrival,4.6,-1.6,64,1019.0,12.3,29.5,0.0,0.0,98,3,18,12,27,1.0
7,DL,ATL,BWI,-5.0,0,arrival,2.7,-0.5,79,1019.6,12.5,23.0,0.0,0.0,100,3,18,12,28,0.0
1,DL,ATL,BWI,-10.0,0,arrival,11.9,1.9,50,995.7,23.7,67.3,0.2,0.0,100,51,18,12,29,0.0
2,DL,ATL,BWI,-7.0,0,arrival,1.0,-11.3,39,1011.5,25.8,61.9,0.0,0.0,44,1,18,12,30,0.0
4,DL,ATL,BWI,-10.0,0,arrival,3.7,-2.0,67,1025.7,4.5,13.7,0.0,0.0,2,0,15,12,18,0.0
4,DL,BWI,ATL,8.0,0,departure,9.1,0.9,56,1022.2,6.8,18.0,0.0,0.0,98,3,18,12,18,0.0
5,DL,ATL,BWI,33.0,0,arrival,11.6,9.4,87,996.7,14.9,37.8,0.5,0.0,100,53,15,12,19,1.0
5,DL,BWI,ATL,11.0,0,departure,12.2,5.2,62,998.6,24.2,74.9,1.1,0.0,68,55,18,12,19,0.0
6,DL,ATL,BWI,-7.0,0,arrival,1.5,-6.8,54,1025.8,2.3,13.0,0.0,0.0,42,1,16,12,20,0.0
6,DL,BWI,ATL,-18.0,0,departure,4.0,-5.4,50,1023.0,6.2,19.1,0.0,0.0,100,3,18,12,20,0.0
7,DL,ATL,BWI,-7.0,0,arrival,7.8,-5.9,37,1021.3,20.9,43.6,0.0,0.0,100,3,16,12,21,0.0
7,DL,BWI,ATL,-24.0,0,departure,7.6,-6.8,35,1021.8,18.0,45.0,0.0,0.0,100,3,18,12,21,0.0
1,DL,ATL,BWI,16.0,0,arrival,2.7,-11.3,35,1036.7,4.7,16.2,0.0,0.0,7,0,16,12,22,1.0
1,DL,BWI,ATL,-9.0,0,departure,5.4,-9.1,34,1033.9,1.0,14.0,0.0,0.0,60,2,18,12,22,0.0
2,DL,ATL,BWI,4.0,0,arrival,4.1,1.5,83,1021.2,4.1,11.2,0.0,0.0,100,3,16,12,23,0.0
2,DL,BWI,ATL,-36.0,0,departure,4.9,2.4,84,1018.4,4.2,11.5,0.0,0.0,100,3,18,12,23,0.0
3,DL,ATL,BWI,92.0,0,arrival,8.4,-0.8,52,1023.6,18.7,43.2,0.0,0.0,3,0,16,12,24,1.0
4,DL,ATL,BWI,5.0,0,arrival,7.1,0.2,62,1015.8,7.2,19.1,0.0,0.0,100,3,16,12,25,0.0
5,DL,ATL,BWI,-2.0,0,arrival,0.2,-8.2,53,1024.0,4.4,23.4,0.0,0.0,100,3,16,12,26,0.0
5,DL,BWI,ATL,-23.0,0,departure,-0.3,-8.3,55,1021.1,8.5,22.3,0.0,0.0,100,3,18,12,26,0.0
6,DL,ATL,BWI,37.0,0,arrival,3.3,-1.1,73,1019.6,7.8,19.4,0.0,0.0,100,3,16,12,27,1.0
6,DL,BWI,ATL,30.0,0,departure,4.6,-1.6,64,1019.0,12.3,29.5,0.0,0.0,98,3,18,12,27,1.0
7,DL,ATL,BWI,7.0,0,arrival,2.8,-1.4,74,1022.3,6.8,22.3,0.0,0.0,100,3,16,12,28,0.0
7,DL,BWI,ATL,-14.0,0,departure,2.7,-0.5,79,1019.6,12.5,23.0,0.0,0.0,100,3,18,12,28,0.0
1,DL,ATL,BWI,-4.0,0,arrival,13.8,11.4,85,996.3,17.6,35.3,0.2,0.0,84,51,16,12,29,0.0
1,DL,BWI,ATL,-10.0,0,departure,11.9,1.9,50,995.7,23.7,67.3,0.2,0.0,100,51,18,12,29,0.0
2,DL,ATL,BWI,13.0,0,arrival,0.2,-11.4,41,1013.0,29.3,60.1,0.0,0.0,82,3,16,12,30,0.0
2,DL,BWI,ATL,-33.0,0,departure,1.0,-11.3,39,1011.5,25.8,61.9,0.0,0.0,44,1,18,12,30,0.0
3,DL,ATL,BWI,-9.0,0,arrival,0.2,-10.1,46,1013.9,18.6,39.6,0.0,0.0,69,2,16,12,31,0.0
5,YX,BWI,ORD,28.0,0,departure,-1.8,-7.6,65,1023.5,9.1,18.0,0.0,0.0,100,3,11,12,26,1.0
6,YX,BWI,ORD,29.0,0,departure,0.6,-1.0,89,1013.9,8.6,16.6,0.0,0.0,71,2,11,12,27,1.0
7,YX,BWI,ORD,73.0,0,departure,-0.2,-2.0,87,1023.0,4.7,9.0,0.0,0.0,100,3,11,12,28,1.0
1,YX,BWI,ORD,-22.0,0,departure,11.1,9.4,89,998.7,19.7,41.0,0.0,0.0,100,3,11,12,29,0.0
2,YX,BWI,ORD,27.0,0,departure,-2.2,-10.2,54,1010.9,17.0,37.8,0.0,0.0,24,1,11,12,30,1.0
3,YX,BWI,ORD,43.0,0,departure,-3.2,-8.8,65,1013.9,9.8,22.0,0.0,0.0,88,3,11,12,31,1.0
5,YX,ORD,BWI,27.0,0,arrival,-0.1,-7.3,58,1023.5,10.9,23.8,0.0,0.0,90,3,8,12,26,1.0
6,YX,ORD,BWI,23.0,0,arrival,0.6,-0.9,90,1011.0,8.8,16.2,0.0,0.0,100,3,8,12,27,1.0
7,YX,ORD,BWI,14.0,0,arrival,0.4,-1.4,88,1024.2,2.7,4.7,0.0,0.0,100,3,8,12,28,0.0
1,YX,ORD,BWI,-12.0,0,arrival,9.1,7.7,91,1003.0,19.8,40.3,0.0,0.0,100,3,8,12,29,0.0
2,YX,ORD,BWI,-7.0,0,arrival,-1.5,-10.2,52,1009.2,19.8,54.4,0.0,0.0,24,1,8,12,30,0.0
3,YX,ORD,BWI,28.0,0,arrival,-3.3,-10.9,56,1013.8,10.9,23.8,0.0,0.0,100,3,8,12,31,1.0
5,YX,BWI,ORD,-4.0,0,departure,1.6,-5.8,57,1023.1,13.9,28.8,0.0,0.0,52,2,5,12,26,0.0
6,YX,BWI,ORD,8.0,0,departure,1.2,0.3,93,1009.4,4.8,13.3,0.0,0.0,100,3,6,12,27,0.0
7,YX,BWI,ORD,10.0,0,departure,-0.1,-1.9,88,1024.3,2.8,5.4,0.0,0.0,100,3,6,12,28,0.0
1,YX,BWI,ORD,4.0,0,departure,7.2,5.7,91,1006.4,15.7,38.2,0.0,0.0,100,3,6,12,29,0.0
2,YX,BWI,ORD,-17.0,0,departure,-0.3,-9.2,51,1008.5,24.0,55.8,0.0,0.0,100,3,6,12,30,0.0
3,YX,BWI,ORD,-5.0,0,departure,-3.8,-11.9,53,1014.0,14.9,32.0,0.0,0.0,99,3,6,12,31,0.0
4,YX,ORD,BWI,78.0,0,arrival,2.5,-1.2,76,1023.7,5.3,9.7,0.0,0.0,99,3,8,12,25,1.0
5,YX,ORD,BWI,-44.0,0,arrival,0.3,-7.7,55,1017.8,13.0,28.1,0.0,0.0,100,3,20,12,26,0.0
6,YX,ORD,BWI,-22.0,0,arrival,4.6,-2.2,62,1020.0,11.2,28.4,0.0,0.0,84,3,20,12,27,0.0
7,YX,ORD,BWI,106.0,0,arrival,4.3,0.4,76,1017.6,11.5,28.1,0.0,0.0,100,3,20,12,28,1.0
1,YX,ORD,BWI,186.0,0,arrival,9.0,-5.4,36,998.2,31.6,65.9,0.0,0.0,10,0,20,12,29,1.0
2,YX,ORD,BWI,80.0,0,arrival,0.6,-11.4,40,1011.6,25.8,57.6,0.0,0.0,66,2,20,12,30,1.0
3,YX,ORD,BWI,17.0,0,arrival,1.5,-9.1,45,1010.7,19.0,41.0,0.0,0.0,80,3,20,12,31,1.0
4,YX,BOS,BWI,-25.0,0,arrival,7.0,-1.7,54,1023.6,5.6,17.3,0.0,0.0,88,3,17,12,18,0.0
4,YX,BWI,BOS,67.0,0,departure,9.9,2.5,60,1021.1,7.4,17.6,0.0,0.0,98,3,19,12,18,1.0
4,YX,BOS,BWI,7.0,0,arrival,-0.6,-3.5,81,1023.7,6.1,9.0,0.0,0.0,32,1,8,12,18,0.0
4,YX,BWI,BOS,-15.0,0,departure,0.1,-2.7,82,1024.4,6.9,11.2,0.0,0.0,17,0,10,12,18,0.0
4,YX,BOS,BWI,3.0,0,arrival,-1.4,-3.0,88,1024.8,6.4,10.8,0.0,0.0,0,0,12,12,18,0.0
4,YX,BWI,BOS,-1.0,0,departure,1.6,-1.6,79,1025.6,6.4,12.6,0.0,0.0,0,0,14,12,18,0.0
